wifi_spot_id,wifi_spot_name,wifi_spot_latitude,wifi_spot_longitude,wifi_spot_description,wifi_spot_air_conditioning,wifi_spot_child_friendly,wifi_spot_covered_area,wifi_spot_crowded,wifi_spot_disabled_access,wifi_spot_good_view,wifi_spot_noise_level,wifi_spot_signal_strength,wifi_spot_wifi_quality,wifi_spot_bandwidth_limitations,wifi_spot_location_type,wifi_spot_management,wifi_spot_available_power_outlets,wifi_spot_charging_stations,wifi_spot_pet_friendly,wifi_spot_food_options,wifi_spot_drink_options,wifi_spot_restrooms_available,wifi_spot_parking_availability,wifi_spot_user_id,wifi_spot_create_date_time,wifi_spot_address_line_1,wifi_spot_address_line_2,wifi_spot_address_city,wifi_spot_address_district,wifi_spot_address_country,wifi_spot_address_zip_code
96a25405-188f-4b14-b1c9-f8a9ec703cec,Almeida Castro e Filhos,-49.526941,166.656919,Sunt accusamus ratione a quaerat est.,False,False,True,False,False,True,2,1,2,False,2,0,False,True,False,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-06-05 00:50:02,Praça Rodrigues, S/N,,Pinhel,Viana do Castelo,Emiratos Árabes Unidos,0664-198
a97ecb4a-78db-4f2d-a244-95fe2f46dc20,Valente,-15.152821,-51.156491,Ipsum error itaque labore odio non autem magnam.,False,False,True,False,False,True,1,2,2,True,5,0,False,False,False,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-08-21 06:11:43,Rua da Rua Duque de Palmela, 19,,Pombal,Aveiro,Bulgária,8310-872
1a7e910e-a00a-4092-92da-54dfdd27eaf8,Azevedo,75.7342485,-174.825890,Aliquam placeat facilis fugiat asperiores.,True,False,False,False,False,True,1,2,0,False,5,0,False,False,True,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-03-20 04:33:46,Praça de Amorim, 65,,Esmoriz,Braga,Faroé,2503-393
54e3605f-71d7-4024-9637-e06be14f663d,Matias S/A,87.6634835,-54.856169,Labore quo ad quia amet tempora fugit sint.,False,True,False,False,False,True,1,1,1,False,5,2,False,True,False,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-08-15 08:37:44,Alameda Neves, 99,,Rio Maior,Porto,Haiti,3242-413
b329c9b8-63b1-4e7f-b7e2-4938925d2ed0,Gomes,7.263099,-109.150866,Minus sequi animi sit nulla libero.,True,True,True,False,True,True,0,2,2,False,5,1,False,True,False,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-09-04 21:00:55,Av Benedita Fernandes, 2,,Costa da Caparica,Beja,Baamas,7029-235
48a8a8ad-d0e4-4adf-8637-32c9bf176efe,Pinheiro,57.2711215,-146.916492,Ea velit doloremque dolorum.,True,True,False,False,False,True,2,0,0,False,1,1,False,True,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-03-29 01:25:35,Praça do Codeçal, 50,,Fátima,Vila Real,Irão,4861-032
06a5c977-5fbf-44c7-bbb6-b6bdbbb9891f,Branco Morais S.A.,35.6915885,24.741307,Placeat laudantium saepe at quibusdam laudantium.,True,False,False,True,False,False,1,0,0,False,3,1,True,True,False,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-10-06 04:09:55,Largo Laura Pinheiro, 9,,Marco de Canaveses,Porto,Antárctida,2899-211
f4c7f65a-322d-4782-afde-30d66e5139da,Nogueira,11.386106,-129.248466,Suscipit laudantium magni enim quibusdam fugit.,True,False,True,True,True,True,0,2,1,False,5,0,True,True,False,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-03-05 12:17:47,Largo das Antas, 5,,Figueira da Foz,Viana do Castelo,Jamaica,1767-591
a2a3fd4f-f308-4d95-ac62-6d7783ddedf3,Ferreira,-46.497156,-148.408482,Eaque ut nisi vel natus.,False,False,False,True,True,True,2,0,1,False,0,2,False,False,True,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-06-14 02:30:58,Rua Valentina Machado, 33,,Caldas da Rainha,Faro,Haiti,9481-708
6b2a20ea-4920-476d-9fc3-d47f0f19429b,Pinho,-38.4858375,64.761680,Fugiat quisquam distinctio consequatur.,True,False,False,False,True,False,1,2,1,True,3,0,True,True,True,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-08-29 23:14:41,Avenida Paulo Pacheco, 546,,Fiães,Lisboa,Gronelândia,8422-613
3b617acc-a50e-43b3-a481-d622d172ac5e,Ferreira Correia Lda.,37.0969145,-146.278025,Accusantium sapiente fugit eveniet.,False,False,False,True,True,False,0,2,1,False,6,1,False,True,False,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-06-24 10:07:12,Avenida José Luís Nunes, S/N,,Barcelos,Coimbra,Reino Unido,0748-113
9241e19e-9efa-4f84-aa09-66b9aa35844b,Nascimento,-73.6880185,52.181449,Temporibus nihil rem aperiam.,False,False,False,False,False,False,3,1,2,True,5,0,False,True,False,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-03-28 02:59:14,Avenida de Fernandes, 812,,Santa Maria da Feira,Beja,Pacific Ocean,7267-693
c044ae26-6b08-4a8f-a66c-fa3576a792ed,Rocha,53.311355,170.183814,Cupiditate velit pariatur excepturi.,True,False,False,False,True,False,1,0,2,True,6,1,False,True,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-12-12 16:02:40,Travessa de Castro, S/N,,Sines,Setúbal,Japão,0492-147
8beb8818-9b05-4b05-b96f-97dc5784dfa6,Campos,-40.6964265,-49.050342,Quam qui ducimus possimus esse provident quae.,False,True,True,True,True,False,1,2,0,False,1,1,False,True,True,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-12-16 02:16:35,Praça Azevedo, 70,,Marco de Canaveses,Aveiro,Afeganistão,5093-896
8842a330-34e7-4426-8648-c264bc24df1e,Esteves,41.9052955,158.692117,Corporis eveniet aperiam minus.,False,False,False,True,True,True,3,2,1,True,2,0,False,False,True,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-10-30 04:42:48,Av Pinto, 22,,Amora,Évora,Maurícia,4269-637
a010dbd8-4133-4ff7-9321-28823b14dbac,Pacheco,30.041619,-121.430738,Magnam expedita sunt consequuntur.,False,False,False,True,False,True,3,0,2,True,4,1,False,False,True,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-01-14 12:28:55,R. de Anjos, 8,,Vale de Cambra,Coimbra,Finlândia,3017-778
7e99eabd-404f-4fb2-8a8b-27cbf93cc3f9,Rocha,-62.030887,-95.027787,Quod facilis nesciunt excepturi consequuntur.,False,False,True,True,True,True,0,0,2,False,2,0,False,True,True,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-03-12 17:03:40,Av de Nunes, 63,,Cartaxo,Portalegre,Indonésia,9868-787
8c070805-c657-4402-9f61-68eb44e4ec34,Mota Vicente S/A,-83.7880595,13.013692,Labore quos esse odit.,True,True,True,False,True,False,2,2,2,True,4,0,True,False,False,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-09-02 15:35:09,Travessa Eva Loureiro, 11,,Beja,Beja,Jersey,3687-016
5c851c42-641c-48a4-83de-b279ac7b0e82,Santos,-21.859431,-80.996913,Consectetur delectus non velit rerum suscipit.,True,False,False,False,True,False,3,2,0,True,2,2,True,True,False,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-09-05 15:06:44,R. Diogo Faria, 98,,Vila Nova de Famalicão,Setúbal,Micronésia,8867-385
5e9f1775-a87b-463b-82a4-bc6cfcdb29a6,Reis,40.929307,134.087960,Sint beatae assumenda magni rerum.,True,False,False,False,False,True,2,2,2,True,1,1,False,True,True,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-08-31 14:19:02,Avenida Novo (à Travessa das Águas Boas), 59,,Santarém,Évora,Líbia,4111-843
346c1158-6d4d-47d5-a576-42a5354c564a,Amorim,85.530971,-150.982010,Suscipit eveniet minima cumque.,False,True,False,True,False,False,0,2,2,True,4,1,False,True,False,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-01-12 22:13:13,Praça dos Escaleres, 7,,Ponte de Sor,Santarém,Tailândia,8222-366
3e88ff9b-bc3e-45b2-bfb0-22b276421758,Teixeira,76.3773935,-112.865453,Dignissimos temporibus quaerat in fugiat.,False,False,False,True,False,True,1,0,2,True,5,2,True,True,False,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-02-11 07:30:39,R. Caetana Reis, 41,,Vila Nova de Famalicão,Porto,Tonga,4314-210
f517c3b4-10a6-43c5-a2a6-33321637e71e,Vaz,-89.6679375,31.056476,Neque vitae aliquam reprehenderit totam magni.,False,False,False,True,False,True,1,1,1,False,2,1,True,False,False,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-07-14 21:31:13,R. Carlos Henriques, S/N,,Alcobaça,Coimbra,Bélgica,7662-758
159931ce-130f-41de-af76-91aabee0af53,Silva,-23.4330035,36.906244,Vel nam quis praesentium.,False,False,False,False,False,False,2,0,0,True,2,0,False,True,True,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-09-01 15:33:12,R. de Andrade, 83,,Castelo Branco,Guarda,Maurícia,4215-669
341768e0-c570-4e5d-96ab-5c183ac3f0fc,Neves Lda.,71.630514,-10.820244,Quasi rerum ipsa culpa ipsa.,True,True,False,True,False,False,3,0,1,True,2,2,True,False,False,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-12-01 03:21:00,Praça Isaac Lima, 86,,Ribeira Grande,Coimbra,Namíbia,0521-319
9e13ddb7-ade4-445a-9d79-c0d953b97eca,Andrade Lda.,-75.5074275,-33.357152,Adipisci at consequuntur possimus alias.,False,False,False,False,True,False,0,1,2,False,2,0,False,True,True,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-06-05 06:11:38,Rua Filipa Fernandes, 78,,Cartaxo,Viana do Castelo,Jordânia,8599-610
73285a35-aafb-4455-a8a2-686d4bfebe05,Valente,-9.260428,-169.309034,Eveniet sit doloremque culpa.,False,False,True,False,True,False,3,0,0,True,0,1,False,False,True,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-01-31 00:27:03,Avenida Lima, 72,,Almada,Viana do Castelo,Dinamarca,0988-124
b92b8bd3-106c-41a9-9873-03254a1f7dba,Martins,70.344748,-15.657118,Architecto ipsum quae occaecati.,False,False,True,False,False,True,2,0,1,False,2,1,False,False,True,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-04-18 21:30:53,Rua Miriam Amorim, 82,,Rio Tinto,Aveiro,Clipperton Island,0096-537
4293c612-83da-4e31-bc94-25cef1aa27df,Henriques S/A,83.196003,-39.822354,Molestiae eaque quas dignissimos.,False,True,True,True,False,False,3,1,2,True,3,2,False,False,True,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2025-01-23 14:02:39,Avenida de Eduardo Soares, 39,,Barreiro,Aveiro,Quiribáti,1056-147
a1446940-6318-4c3a-b3fb-2247e58ce0b3,Neto S.A.,84.9122745,178.820550,In quaerat animi eligendi accusamus.,False,False,True,False,False,True,2,2,2,True,1,2,False,True,False,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-04-18 15:50:03,Largo Ana Vicente, 8,,São João da Madeira,Braga,Geórgia,1239-413
52c18111-bcb6-4b2a-a7db-8a71035f8eb2,Cardoso,-25.9723335,-37.750994,Praesentium voluptate nisi earum nobis.,False,True,False,True,False,True,0,0,2,False,3,1,False,False,True,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-02-08 15:59:21,Avenida Borges, 88,,Freamunde,Beja,Macedónia do Norte,7776-024
336d64ae-ce5d-41f0-9c83-fb87917d02c7,Magalhães,28.362799,158.299414,Dolor nobis perspiciatis accusamus quod dolores.,True,True,True,False,True,False,3,1,1,False,0,0,False,False,True,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2025-03-08 12:51:43,Alameda Kévim Gonçalves, 803,,Tondela,Beja,Monserrate,3102-425
6d3b150f-3d16-444b-b510-a2571290bbf1,Lima Macedo S.A.,-17.2206485,-124.928616,Soluta voluptate saepe veniam laborum.,False,False,True,True,True,False,1,2,0,True,0,0,True,False,True,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-12-25 13:02:47,Avenida de Maia, 22,,Pombal,Braga,Sudão,4699-907
72d9bf36-138d-4aa0-92d5-43c1b1e9d9c7,Melo e Filhos,-3.194276,117.528645,Quis autem est repellendus.,True,True,True,False,False,True,1,2,1,False,2,1,False,False,True,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-08-11 15:08:02,Alameda Bianca Nascimento, 283,,Santo Tirso,Leiria,Indian Ocean,8930-955
c538cfb0-eb54-4662-a123-3b94286f9b3c,Brito Lda.,-85.183195,5.823011,Omnis a provident quae quidem exercitationem.,False,False,True,False,True,True,3,2,1,True,0,1,False,True,False,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-06-27 05:51:13,Rua de Marques, 62,,Loures,Vila Real,Sérvia,6686-204
f6e4de97-0b5c-4e8a-902b-082ddefe3981,Oliveira Lourenço S.A.,-21.195727,-138.039609,Ratione nesciunt cum cum maxime maiores placeat.,True,False,False,False,False,False,2,0,1,False,2,0,False,True,True,False,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-08-25 02:06:21,Travessa Luna Assunção, 39,,Ribeira Grande,Lisboa,Azerbaijão,8207-576
1ca9004e-c937-4e33-a87e-83a59e237b71,Matos,-5.027350,-4.351560,Libero veniam voluptas aperiam.,False,False,True,False,True,False,3,2,0,False,0,1,True,False,True,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-06-28 01:52:21,Praça dos Rouxinóis, 710,,Faro,Portalegre,Irlanda,5764-728
91413cdf-d3da-4c91-9e18-87d058fe506a,Cunha,-85.2834245,114.241415,Neque doloribus laudantium.,False,False,False,False,True,False,0,2,2,False,3,0,True,False,True,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-12-13 19:20:49,Largo Mota, 69,,Oliveira de Azeméis,Porto,Tailândia,3681-171
98e18593-cb74-4d16-8f0a-44e8e947f576,Ribeiro,-71.031502,168.544336,Accusantium et illo alias aut dolor.,False,True,True,False,False,False,2,1,2,False,4,2,True,True,False,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-12-20 16:42:36,R. Lourenço, 104,,Lagoa,Viana do Castelo,Samoa Americana,0463-853
b6e20f5f-1993-4884-a740-5dbb890da9f0,Andrade,28.162010,-125.654525,Eaque sit autem corrupti fuga perferendis.,False,True,True,True,True,False,1,2,1,True,1,0,True,True,False,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-10-15 21:40:28,Av Pereira, 86,,Silves,Castelo Branco,Svalbard e Jan Mayen,0316-299
3c7348d9-f581-45e7-9a5b-bca467d08464,Anjos Assunção S/A,57.9835645,161.156183,Expedita ratione aspernatur consequatur nam.,True,True,False,True,False,False,2,1,1,True,4,2,False,False,False,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-10-05 12:38:21,Rua de Correia, S/N,,Lixa,Coimbra,Maldivas,5350-480
92929eed-8e28-42d4-973e-f79e3968d248,Vieira S/A,16.708344,-120.737878,Praesentium magnam rerum ducimus facilis.,False,False,False,True,True,False,2,1,0,False,1,2,True,True,True,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-03-23 02:19:26,R. Madalena Simões, 46,,Évora,Leiria,São Cristóvão e Neves,5884-609
ef7b7848-a241-4357-8da1-aff2e9973cb3,Neves Pacheco Lda.,27.3909605,-9.407860,Sit eius aliquid aut repudiandae.,True,False,True,False,True,False,3,2,2,True,0,1,True,True,False,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-10-28 06:42:03,R. de Valente, 6,,Lagos,Viseu,Turquia,5683-219
51e21d2c-eedf-4862-8ff9-b95d5e3f1016,Anjos,-74.174989,77.257815,Ad dolore in fuga nemo consequatur.,True,True,True,True,True,False,1,0,0,False,1,0,True,True,True,False,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2020-12-24 18:07:26,Alameda Simão Ramos, 50,,Coimbra,Faro,Indonésia,8225-381
6fbd7809-a7dc-40e5-bfc8-c46ffd1bae7f,Cruz,81.321499,42.933686,Vitae natus itaque perferendis distinctio.,True,False,True,False,False,False,0,2,1,True,6,1,True,False,False,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-06-16 22:03:05,Largo Renata Reis, 20,,Portalegre,Castelo Branco,Estónia,4435-441
c8e0a97b-c8e3-448c-89ff-597b69af9538,Simões S/A,-72.3132435,40.281216,Doloremque dolor dicta quibusdam officiis quos.,False,False,False,False,False,False,1,2,0,False,2,1,False,False,True,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-09-12 08:39:11,Alameda Martins, 50,,Torres Novas,Vila Real,Moldávia,0274-599
7af10c3a-ad3a-40e1-9271-e435c66b0908,Coelho Maia Lda.,3.490966,-143.315521,Quia praesentium tempore maxime ipsa quo.,False,False,True,False,True,False,2,1,1,False,5,1,False,True,False,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2025-03-28 10:51:26,Largo João Barbosa, 9,,Freamunde,Viana do Castelo,Geórgia,3120-970
0d152c72-a5a1-45a9-bf46-efa62a07b7a7,Rodrigues Baptista e Filhos,74.163377,56.692230,Repudiandae quae reprehenderit distinctio eaque.,True,False,False,True,True,False,1,0,1,True,2,2,False,False,False,True,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-02-02 00:25:03,Avenida do Adamastor, 59,,Viana do Castelo,Santarém,Ilhas Caimão,9295-861
cedbf11f-9233-455d-bdf3-434a13c78fa7,Cruz,20.5034785,102.922880,Velit aliquid harum aliquid.,True,True,True,False,True,True,3,2,0,True,5,1,True,True,True,False,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-05-01 21:32:02,Av de Barros, 14,,Olhão,Braga,Luxemburgo,4636-033
600e16a3-ec8f-4977-9b91-1edbe5d2816e,Branco,44.1971455,124.468428,Esse eligendi laudantium neque.,True,True,True,True,False,False,2,2,2,False,3,0,False,False,True,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-06-20 22:50:04,R. da Fonte da Moura, 2,,Tomar,Guarda,Mongólia,2506-296
f939707c-3d1a-409b-bbda-817be7b274b6,Matias Barbosa S.A.,-6.4546475,8.924237,Nesciunt minima temporibus porro culpa occaecati.,True,True,True,False,False,True,2,0,2,True,5,1,False,True,False,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-06-13 12:00:03,Travessa Domingues, 43,,Bragança,Guarda,Ashmore and Cartier Islands,8258-973
5a22273b-7857-4a77-8822-dfee4f2f8842,Carneiro S.A.,72.172341,-110.812134,Quis perspiciatis quae.,False,False,True,True,False,False,0,1,0,False,1,2,True,False,False,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-05-03 21:31:05,Avenida Matias, 5,,Entroncamento,Vila Real,Peru,8470-008
0fb03f94-cfe2-47d7-bb7e-8c2e6131884d,Neto,-79.6677905,-150.035833,Assumenda est quia eius non impedit nulla.,True,False,False,False,True,False,3,0,1,False,5,0,True,True,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-11-27 07:38:48,Avenida de Chaves de Oliveira, 7,,Alcobaça,Viseu,Malávi,9961-929
755f05d6-b3d3-4776-9989-21761c0993cf,Alves Lda.,88.1367035,57.674075,Sit quos quo.,False,True,False,True,False,True,3,0,2,False,5,2,True,False,True,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-02-06 06:40:05,Av Mélanie Santos, 525,,Sabugal,Bragança,Andorra,8295-791
361853d0-93e0-467a-8a6b-7e8487f4f3f7,Valente S.A.,-43.2500685,-70.349791,Quo vitae mollitia voluptatibus est.,True,True,False,False,True,True,0,0,0,True,2,0,True,True,False,True,True,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2022-10-16 16:56:25,Rua de Cláudio Carneiro, 717,,Gouveia,Évora,Salvador,0049-276
6f3f027d-2c40-4686-b958-ebf5c2ffedce,Sousa Lda.,18.1598705,-86.142163,Nulla non commodi laudantium reprehenderit.,True,False,True,False,False,True,3,2,0,False,1,0,False,True,True,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-09-19 14:58:27,Rua de Sá, S/N,,Seia,Évora,Brasil,2175-480
abe28eb9-54f2-47c2-b334-668e41b8016c,Sousa,14.8928465,163.928045,Numquam nesciunt illo perferendis eos maxime.,False,False,False,True,False,False,1,1,0,False,6,1,True,True,False,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-03-05 12:01:49,Rua Pires, 16,,Miranda do Douro,Lisboa,Bermudas,2334-716
af2aae3f-f3bc-4928-aa15-57f302443fbd,Correia Lda.,82.0220245,-116.905901,Tempora laboriosam perferendis aut veniam.,True,True,True,True,True,False,1,1,2,False,2,0,False,True,True,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-04-12 13:03:08,Praça Gomes, 6,,Covilhã,Braga,Burquina Faso,8798-978
76d9e8f4-63bb-42ef-8cbe-690d5d71f621,Pereira Batista e Filhos,13.3965485,-109.823994,Modi veritatis rem quo deserunt ipsa.,True,True,False,True,True,True,3,1,0,True,3,2,False,True,True,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-11-20 22:31:57,Avenida Cunha, 76,,Abrantes,Braga,Wake Island,0953-740
bf7542a3-a62b-462e-a1de-443b64a4bb3a,Maia,-52.237401,-63.291420,Perferendis ex doloremque dignissimos.,True,False,False,False,False,True,2,1,0,False,4,2,True,True,False,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-06-08 16:11:53,Travessa do Monte da Pena, S/N,,Vila Nova de Santo André,Bragança,Botsuana,6307-772
a6c8cdfd-8292-4d6c-8295-920d43ed8e79,Freitas,18.225610,-10.447081,Vero odit alias odit.,True,False,True,False,True,True,0,2,1,False,6,2,False,False,False,True,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2020-11-12 23:50:50,R. de Garcia, 99,,São Salvador de Lordelo,Bragança,Canadá,4404-671
d1564909-f1da-40f0-8236-a9fed92056ab,Castro,30.1387125,-132.832695,Iusto debitis in ut.,False,True,False,False,True,True,1,0,0,True,6,1,False,True,True,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2025-01-21 06:30:07,Avenida Pires, 88,,Évora,Viana do Castelo,Laos,5928-316
f9d8faff-02cb-40e4-aaee-cb53189e7c69,Branco,46.8308285,-74.400110,Sit commodi rerum quis.,True,True,True,False,True,True,1,0,0,True,1,2,False,False,False,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-01-02 01:35:01,Rua Bruna Henriques, 52,,Rio Tinto,Vila Real,Malávi,0667-745
79ff33d7-5b68-4190-8337-135a8ff170cd,Magalhães Domingues Lda.,50.1280075,115.047205,Incidunt maiores error accusamus.,True,False,True,True,True,True,2,1,2,False,1,0,True,True,True,False,False,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-11-11 10:20:08,R. de Vieira, 43,,Caniço,Évora,Território Britânico do Oceano Índico,1227-308
68013c2b-8fcd-475a-8228-6cee025f39f5,Nogueira S/A,-25.2315185,29.615828,Officia vitae molestias quaerat.,False,False,True,True,True,False,3,0,1,False,6,1,True,False,False,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2022-08-22 07:24:34,Praça Vaz, 73,,Serpa,Setúbal,Índia,8818-134
4032c373-4e4f-41e7-a97e-702ecd433e3d,Ferreira,9.8387515,-71.911209,Optio odio laboriosam quasi fugiat.,True,True,False,True,True,False,3,0,2,True,5,2,False,False,True,True,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-06-29 11:12:23,Travessa do Meiral, S/N,,Lamego,Castelo Branco,Seicheles,7166-506
fde06974-0f7d-4e69-b07c-d60f969f1b3c,Cunha Lda.,-83.7687245,-5.762452,Et nam doloremque deleniti nemo.,True,False,False,True,False,False,1,0,0,True,6,1,True,True,True,False,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2024-07-16 19:00:19,Travessa do Rego Lameiro, 5,,Lagos,Leiria,Bermudas,1053-022
b74ddd18-1f12-46fd-8ed1-27f42be883db,Pinho,-33.9160675,-89.437833,Facilis nemo debitis sit.,True,False,False,False,False,False,2,0,1,True,4,1,False,True,True,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2024-01-09 20:25:52,Largo Cunha, 59,,Entroncamento,Porto,Honduras,1848-009
f9d5f717-4a68-4740-8811-3ef246ff3bdb,Matos S.A.,4.0736275,150.716646,Culpa dolore pariatur natus at.,False,False,True,False,True,False,0,2,1,True,6,1,False,True,False,False,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2023-04-02 04:37:33,Alameda de Miranda, 302,,Lagos,Porto,Arménia,1952-379
7641c618-0f7c-4cb9-96bf-d13f84c9ed79,Branco Pinheiro e Filhos,-64.815988,-94.048583,Maxime facilis perferendis voluptas eos.,True,True,False,False,True,True,3,2,0,False,1,0,True,True,False,True,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-08-01 14:01:55,Alameda das Nações, 96,,Freamunde,Castelo Branco,Alemanha,9809-411
b8e252bd-bf62-44ba-a4e2-caa23f9d0ba0,Carneiro,84.1737345,0.708313,Sit facilis modi.,True,True,True,True,False,False,0,1,1,False,5,2,False,False,False,True,True,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-02-13 02:23:45,Praça Henriques, S/N,,Santo Tirso,Coimbra,Ilhas Salomão,2696-531
0a0c50d4-f6fd-4725-ad38-eca87ca4d0bc,Sousa,73.4190845,50.096631,Nisi consequatur at quo nam.,False,False,True,False,True,False,2,0,1,False,6,0,False,True,True,False,False,False,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-04-11 17:06:20,Avenida Vicente, S/N,,Ponte de Sor,Viana do Castelo,Eslovénia,5759-721
d089ebff-24c0-4469-bb76-d7030371705c,Barros Anjos S/A,-80.0159225,-144.444759,Ea consequatur cumque quibusdam vero.,True,True,False,True,False,True,1,1,2,False,6,0,False,True,False,True,False,False,False,519f7e20-093f-4cd3-8f7d-864650019f02,2021-11-05 23:06:29,R. Diogo Macedo, 97,,Ribeira Grande,Viana do Castelo,Egipto,5594-482
8bc0f0de-ad25-48aa-8246-8509ed67f9ea,Ribeiro,15.1139695,149.640442,Veniam corporis quaerat eligendi.,False,False,False,False,False,False,1,2,1,True,1,1,False,True,True,False,True,True,False,519f7e20-093f-4cd3-8f7d-864650019f02,2025-02-28 22:57:47,Travessa do Arboreto, 61,,Sacavém,Lisboa,Coreia do Sul,4491-476
c46586c8-b582-4886-883a-6433898936ae,Assunção Brito S.A.,-44.861396,97.333706,Ad optio adipisci ducimus ex.,False,False,True,False,True,False,3,2,1,True,6,1,False,False,False,True,True,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2023-10-15 05:55:07,Av Vaz, S/N,,Gandra,Beja,Akrotiri,8203-122
52864c9d-c7a1-46fd-ad85-4e58b057f7a9,Teixeira Nogueira Lda.,26.020096,-119.799830,Iste eos eaque modi deleniti.,True,False,False,True,True,False,1,1,0,True,5,2,False,True,False,False,False,True,True,519f7e20-093f-4cd3-8f7d-864650019f02,2021-07-16 01:29:24,Alameda de Santana, S/N,,Lourosa,Viana do Castelo,Catar,7642-600
