wifi_spot_address_id,wifi_spot_address_city,wifi_spot_address_country,wifi_spot_address_district,wifi_spot_address_line_1,wifi_spot_address_line_2,wifi_spot_address_zip_code
1dd4a272-c4c4-4900-8970-453767013656,"Oliveira do Bairro","Hungria","Loures","Av Assunção, 40","138",6817-850
af089721-6b3a-47d6-88f9-7a313be3bfb5,"Figueira da Foz","Guiné","Gandra","Rua de Cardoso, 14","30",8904-731
d5159586-426f-4c4b-bab3-f5301ffb59bd,"Porto Santo","Bulgária","Pombal","Av Goelas de Pau, 86","S/N",9129-830
c7e58142-6c4b-47ce-a154-56f6942fa153,"Rio Tinto","Jan Mayen","Angra do Heroísmo","Alameda Miranda, 83","86",2221-155
58918247-b7a6-451a-9428-1687cf9e1685,"Tondela","Antígua e Barbuda","Gondomar","Largo Freitas, 5","690",3711-343
6dc47087-1964-4c45-8839-6cd9c58275d3,"Vila Nova de Gaia","Cuba","Castelo Branco","Alameda Ana Melo, 50","16",4872-913
b25da240-997f-4865-8adf-8fc375d9a022,"Pombal","União Europeia","Almada","Alameda de Barbosa, S/N","42",4700-993
b799ece9-52de-49d7-9f43-3056705935e6,"Rio Maior","Grécia","Faro","Travessa Wilson Melo, 5","52",9454-762
b34333cf-6afd-4eb9-9caa-43d163c1a5a7,"Ovar","Estónia","Paços de Ferreira","Rua Magalhães, 19","3",4866-625
c2086fe2-a47f-4d6e-9ae6-db6875e74099,"Lourosa","Síria","Cantanhede","Av Gustavo Lopes, S/N","12",0183-697
d863181e-6da2-4196-9cd4-348f59443b0f,"Anadia","Spratly Islands","Sintra","Av Ema Amaral, 346","24",1543-657
dd9851d0-6e95-474a-9aa2-03eea6f389b6,"Sacavém","Santa Lúcia","Vila Nova de Santo André","R. do Pimenta, 965","53",8567-689
09a7a91a-41b3-4af2-a904-a2fc795bee8c,"Freamunde","Tajiquistão","Póvoa de Varzim","Alameda do Ródano, 6","1",8791-727
d1882897-4be7-4a3c-8f01-f252e210d2d5,"Póvoa de Santa Iria","Belize","Santiago do Cacém","Travessa de Gaspar, S/N","31",8134-586
fa4cbbfa-d8c3-42ea-8b96-8b6562813c75,"Miranda do Douro","Estónia","Paços de Ferreira","Largo de Batista, S/N","63",4619-494
cf50f627-2c15-4b99-9909-ae87d70bb7b9,"Caldas da Rainha","Guiné Equatorial","Horta","Avenida do Dr. Antunes Guimarães, 49","9",2507-951
e0cadcfb-cddc-4937-ae5e-d7c7bc052007,"Reguengos de Monsaraz","Ilhas dos Cocos","Leiria","Alameda Campos, 68","359",6915-914
8b0ffa99-ac8c-4926-b12e-45dd0861a631,"Mirandela","Palau","Horta","Av Pupilos do Exército, 98","43",9773-401
1bd7ab20-6c6e-4f35-bccc-2e47f7b43ee6,"Abrantes","Uganda","Praia da Vitória","Avenida de Carneiro, 52","792",2979-921
23737b42-87b2-44c1-8ae2-9d6d8c8eeb53,"Ermesinde","Alemanha","Angra do Heroísmo","Avenida de Pereira, 824","S/N",3948-479
16ca3ce1-0868-47fe-81ba-0db00054e0ce,"Fiães","Antárctida","Coimbra","Rua de Loureiro, S/N","287",7886-847
e3d6cbd2-3496-4f6a-b35e-eeaae2730bda,"Paredes","Seicheles","Montijo","Rua de Gaspar, S/N","727",7928-151
2b7393f9-529b-4a2b-85ec-7de029d2b3f3,"Lourosa","Camboja","Paços de Ferreira","R. de Melo, 16","S/N",7402-691
6f172f92-066b-47d1-905c-e64b96902632,"Santa Cruz","Guatemala","Agualva-Cacém","Largo Marques, S/N","48",8995-180
13eb3f42-2df6-4b67-97f3-8c6ee739d166,"Barcelos","São Vicente e Granadinas","Setúbal","Avenida de Santana, 9","591",2627-656
84f3c3e8-6659-4968-8344-f7c941fb440b,"Esposende","Hungria","Loures","Av do Tejo, S/N","2",1580-703
217a7510-79e4-465e-b559-af28ccb3d02a,"Agualva-Cacém","Laos","Macedo de Cavaleiros","Alameda de Henriques, 87","96",0380-437
3ddea67a-af1f-4f60-9ce5-3c3d5e950097,"Elvas","Irão","Vila Franca de Xira","Largo Noa Silva, 81","76",9076-482
ae32d22d-747d-4d6d-9726-a526c8d67d91,"Rebordosa","Ilha Norfolk","Lisboa","R. de Sousa, 91","16",6342-001
0a84fef2-eda8-419a-8a6c-3238a903071b,"Silves","Grécia","Castelo Branco","R. Panorâmica Edgar Cardoso, 41","14",6471-256
a368561d-4cf0-457e-abe8-c20009fefb12,"Rio Maior","Alemanha","Praia da Vitória","R. Alfredo Keil, 56","9",4735-881
2d076848-e267-472f-a5fa-6715188229f9,"Felgueiras","Anguila","Mangualde","Praça Nogueira, S/N","S/N",2340-067
3478e659-fde0-4497-8ada-57c3755e0abb,"Amora","Clipperton Island","Serpa","Alameda Simões, 20","918",6659-245
a38a4dc1-48e1-48f4-aa1d-2a57188c89cd,"Vila Franca de Xira","Zimbabué","Sabugal","Travessa de São Vicente de Paulo, 72","438",0295-150
19c4ed3c-b0da-4e45-bd27-947b824d4c4f,"São João da Madeira","Burquina Faso","Mangualde","Praça de Loureiro, 20","9",3023-894
c074630b-968f-4684-96d7-819038755313,"Portalegre","Irão","Angra do Heroísmo","R. de Baptista, 56","99",0747-444
3ee6c394-580e-4860-8130-eb0fd6104268,"Quarteira","África do Sul","Torres Vedras","Praça Margarida Lopes, 1","70",5703-119
b0cb09d3-a6b9-46ab-b898-24dbace79c00,"Peniche","África do Sul","Leiria","Avenida de Baixo da Penha, 45","74",0181-818
c79653c0-09c7-4f5d-af6f-8a3856793ef2,"Marinha Grande","Aruba","São João da Madeira","Largo de Andrade, 66","S/N",1418-689
97403f8d-3c07-4430-bc68-6e8184f7680a,"Valpaços","Congo-Brazzaville","Gondomar","Rua da Bela Vista, S/N","S/N",1683-844
b4577855-8a7f-45f8-9a62-e3a81468e2ac,"Lourosa","Canadá","Felgueiras","Alameda Bernardo Silva, S/N","66",2461-827
e2215f11-388f-479f-ab02-9524ca40a31f,"Penafiel","Baamas","Caldas da Rainha","Rua José Paiva, 1","379",0900-508
5de3057e-2366-4a51-bd25-5af714858b6e,"Moura","Seicheles","Valbom","R. Bruno Leite, 939","93",6042-122
337d3971-7339-41a3-89d6-30b4144d29b3,"Porto","Botsuana","Paços de Ferreira","Praça de Marques, 20","261",3960-180
f2e791c4-9fa7-46c0-9705-456efdc3b44d,"Pinhel","Tuvalu","Valpaços","Alameda das Ondas, 2","S/N",3908-101
1b4d054f-b980-4c0f-a47a-9a56c27ef194,"Angra do Heroísmo","Ucrânia","Vizela","Travessa de Soares, 1","26",4577-650
2ec11a68-7d08-41e6-8e3d-0a17a8560770,"Ribeira Grande","Japão","Gandra","Av de Faria, 14","34",1933-255
9052d3e6-f252-456d-b390-6dbd8f02a18f,"Odivelas","Monserrate","Entroncamento","Av Rafaela Batista, 2","61",4504-580
bc5d356b-3ba6-4156-a7c6-f8118a3cbddf,"Esmoriz","Kuwait","Évora","Rua da Fonte de Cima, 9","S/N",6157-762
8eae4a05-4d21-40d6-a4e7-21ce52a52225,"Quarteira","Síria","Almada","Alameda Ribeiro, 24","1",6027-391
24506e77-4206-4074-8a76-6345017888c3,"Tavira","Polinésia Francesa","Marinha Grande","R. Matilde Silva, 14","S/N",4933-443
4a99940d-6845-444d-84f8-d814d30f2650,"Fundão","Spratly Islands","Valbom","Avenida Andrade, 92","7",3503-188
272e9eab-32f1-44be-9c9d-678c8fbd0cde,"Seixal","Síria","Ponte de Sor","Travessa de Aquilino Ribeiro, 90","458",9705-486
2ed94cfd-f18c-457a-9862-8cd5ced437b8,"Ourém","Suriname","Rebordosa","Praça Grande, 2","5",3339-694
27321cbf-e84d-47f8-96e3-27bd718ad458,"Paços de Ferreira","Ilhas Cook","Santarém","Praça Figueiredo, 7","69",6362-634
c2c9efc5-6254-44ed-a2d0-25bbb45e6df7,"Mêda","Arctic Ocean","Chaves","Largo Gaspar, 89","20",8938-532
1ae67238-fd29-4c8c-a4a6-5ac75d6dbd90,"Montemor-o-Novo","Guiné Equatorial","Trancoso","Avenida Vaz, 71","5",4628-857
18bbe807-fab8-4feb-a646-c04d796ad750,"Sines","Hungria","Paredes","Alameda dos Anjos, 24","4",0730-197
1722401d-9c4c-406e-9213-1f364d231d16,"Torres Novas","Eritreia","Ermesinde","Av Correia, 5","98",8339-000
285cb087-b725-4573-bd0c-5c3d8348e9ac,"Barreiro","Vietname","Sabugal","Avenida Pereira, 418","52",2715-753
23efb844-ba61-44ef-be7f-dd257fe13d71,"Vila Franca de Xira","Spratly Islands","Almada","Alameda Lourenço Lima, 18","935",8012-320
5afb30ef-a604-4b58-bbee-7ef8a78946a3,"Figueira da Foz","República Checa","Barcelos","Alameda Yasmin Guerreiro, 423","90",4882-871
03aaca1d-ba30-4b6a-a052-697edf8ccff3,"Braga","Indian Ocean","Espinho","Av Carvalho, S/N","37",3579-745
79ce0062-9750-45c0-946d-a356a786b408,"Funchal","Eslováquia","Santo Tirso","Praça Fábio Barros, 77","S/N",8195-723
fc5c5b22-d232-44cf-a262-354661c24dac,"Paredes","Grécia","Felgueiras","Praça da Feiteira, 7","50",9968-261
d25e2dda-c99f-4841-8572-3c85ba07745d,"Porto","Antígua e Barbuda","Mangualde","Praça Pequeno, S/N","31",5016-508
b6a952a9-ceeb-4e8f-80b0-d7301aaa9e25,"Trofa","Guame","Covilhã","Praça do Prof. Hernâni Monteiro, 7","471",7195-926
371a63e3-1d83-4188-b133-b7625a991b96,"Olhão","Micronésia","Tondela","Rua Roentgen, 693","437",6779-411
997980a2-502f-43be-b64b-135b8a4b7bed,"Miranda do Douro","Israel","Tavira","Travessa Carvalho, S/N","26",8603-372
3b794244-f5c0-4a2e-9f07-ae8f0401c259,"Estarreja","Eslováquia","Faro","Alameda da Cidade da Praia, 45","104",2496-809
24952369-1f2c-444c-9457-cba2fc4b974f,"Alcobaça","Suazilândia","Ermesinde","Rua Azevedo, 27","98",6053-470
42215ef9-6f93-457f-9f54-ff7de1e41a0f,"Vila Real","Tanzânia","Rio Maior","Avenida Bryan Vieira, 563","85",3976-067
dcb41dbf-8347-4ea4-9391-8af6bef27046,"Sintra","Panamá","Alcácer do Sal","Alameda de Baptista, 539","S/N",8931-056
75266219-d05e-4bba-a75b-92c3ce391253,"Rebordosa","Áustria","Sintra","R. Valentim Moura, S/N","61",9318-662
ae2c52ad-5df2-4147-b93b-889ebed41f93,"Mêda","Paquistão","Lixa","Rua Mário Ruivo, 8","3",0251-891
c1982c40-4a32-4e0e-8751-11710f945547,"Ponte de Sor","Barbados","Chaves","Avenida Torres, 6","36",2335-703
2a28e25e-aa5e-4f71-9a76-82e701c67b8c,"Câmara de Lobos","Cuba","Seia","Avenida Ribeiro, 6","68",7706-054
eb98360d-b622-4f0a-951a-fafa55a6ef8d,"Macedo de Cavaleiros","Jamaica","Porto","Travessa de Magalhães, 756","23",2984-836
edcaf26f-3995-4a12-abae-f6773e6893b6,"Barcelos","Tajiquistão","Pombal","Avenida Nelson Mandela, 51","63",1669-662
bf8134d2-d3e6-43e0-988b-1578f442ab84,"Angra do Heroísmo","Ilha Norfolk","Santiago do Cacém","Alameda Ivo Sousa, 52","41",4694-389
0adb43d6-8ff2-46b3-913d-c765c538f4ae,"Porto Santo","Paracel Islands","Santa Comba Dão","Alameda de Pacheco, 13","134",5804-000
463dec1a-fefd-40c6-a820-6d7e15b3b0de,"Santana","Chipre","Estremoz","Praça Pilar Borges, 833","241",7517-186
9d1057cf-87f8-4a02-925d-1e82f009d2bc,"Gandra","Suécia","Trancoso","Av Fernando Pessa, S/N","45",2611-425
21e68af5-1692-4d28-a7e5-a138ded18af1,"Santa Maria da Feira","África do Sul","Lagoa","Alameda da Sé, S/N","95",9386-322
3bb12df1-6ccc-4a43-a869-a44c97f7d7aa,"Peniche","Níger","Vila Nova de Famalicão","Largo Diogo Macedo, 32","23",2633-892
31c5fa90-9946-4e99-ace0-26190e9d3055,"Paredes","Eslováquia","Angra do Heroísmo","Avenida Débora Coelho, 333","82",2423-345
fd75c7f8-5d30-47c5-a237-e3112b02b267,"Sintra","West Bank","Sacavém","Av de Reis, 40","66",2454-243
ec3dfbfd-3923-4504-b6f9-3eca446c9ba0,"Coimbra","Luxemburgo","Amora","Largo de Miranda, S/N","S/N",0815-904
100c569c-f528-4b9b-92fa-d80d3719fb5d,"Torres Vedras","West Bank","Serpa","Alameda de Amaral, 43","747",0294-559
81cc56ba-bb30-4829-b84b-848c3e15b1ba,"Santa Maria da Feira","Mongólia","Lagoa","R. de Freitas, 87","9",8610-633
81b2d1e4-ae76-4487-8260-927cdb573cb0,"Esmoriz","Guame","Peniche","R. de Gonçalves, S/N","87",1265-115
6e6f82db-c2ab-43fb-8839-349afa5b635e,"Anadia","Suriname","Rebordosa","Rua Alícia Sousa, 84","17",0459-281
63e68eee-c2c5-4d69-8b92-871aff1317ab,"Oliveira de Azeméis","Chade","Lisboa","Avenida Gaspar, S/N","83",1510-726
aa54b749-a1e7-4014-80ea-c067628a88e1,"Peniche","Santa Lúcia","Almada","Praça Ribeiro, S/N","668",7572-317
07513ecb-5b8d-4a8e-b2e5-1fba0eede0d2,"Rebordosa","Ilhas Marshall","Vila Nova de Gaia","R. de Garcia, 6","490",1417-007
c3c79d0c-172c-4740-a521-7e8a45d08cf8,"Alcácer do Sal","São Marinho","Fátima","Largo Carolina Sá, 69","63",4775-131
406fdca0-505f-4573-800f-750d0d1d8a29,"Albufeira","Man, Isle of","Pinhel","Travessa de Jesus, 7","S/N",2426-785
aa0cf136-feb9-44d0-ac9f-0b906456d6d4,"Alcobaça","Trindade e Tobago","Guimarães","R. da Beneditina, 177","41",3512-393
1c429634-dfbc-46f1-8a3a-03be3acea4a3,"Amadora","Antígua e Barbuda","Santana","R. de Correia, 19","3",5068-247
c2a59c83-fd24-4466-aecc-97a9e3e29f74,"Sines","Jamaica","Braga","Avenida Leite, 54","974",6998-183
85d10dad-0f07-4c0e-a6f7-99fccaab8025,"Vila Nova de Famalicão","Eritreia","Tavira","Avenida Artur Barbosa, 872","S/N",9331-359
986502ed-3eb9-431c-81c3-f9386de10d85,"Abrantes","Mauritânia","Ribeira Grande","Travessa Cardoso, 96","64",2218-606
8d9c3b43-63a4-4523-8b91-ae790aafba03,"São Salvador de Lordelo","Jamaica","Santa Maria da Feira","R. Diana Branco, 3","81",7405-198
2aec7318-5c42-40d3-8d09-9cdf49c2e1df,"Portalegre","Tuvalu","Loures","Largo Sabugosa, 95","81",1900-865
50d45531-f617-4929-9e6a-b234c2025e93,"Setúbal","Guiné-Bissau","Lagos","Avenida Alves, 4","39",7097-417
4b7e20aa-a092-462d-ab81-7d65f4811fc2,"São Mamede de Infesta","Santa Lúcia","Bragança","Largo de Lourenço, 64","79",1361-127
b3e76bc8-3cd6-406c-8941-ec7f674a31b9,"Penafiel","Níger","Vizela","Avenida Alexandra Marques, S/N","79",5241-739
d2d90927-51f7-4287-8fc0-7d4540dd5a40,"Ribeira Grande","Antilhas Neerlandesas","Santa Maria da Feira","Largo de Jesus, 33","39",1598-686
3526fca0-aa4c-43f4-8f37-ba4104db854b,"Seia","Ucrânia","Barcelos","R. de Abreu, 22","5",7718-039
f9c2832a-e6fc-44e1-bb05-db4c35d07690,"Marinha Grande","Barbados","Amadora","Rua do Mirante, 81","S/N",9288-071
87a2d5f2-8e38-47bf-ae52-999c36fcf9a2,"Santa Comba Dão","Pacific Ocean","Paredes","Avenida de Montevideu, 52","S/N",7082-464
91bf68fa-8be1-4312-9b5f-dd4f9727b37e,"Beja","Listenstaine","Esposende","Avenida de Lopes, 33","17",0024-812
2715b2fd-c4d5-4a29-8962-c9ee534e8bcc,"Caniço","Eslováquia","São Mamede de Infesta","Av de Reis, 741","90",3782-337
3a114c0e-5708-45ca-b395-841d078ae910,"Viana do Castelo","Andorra","Estarreja","Avenida da Sé, S/N","44",5778-936
40fada36-3bfa-4f88-84c9-24aafb9dd7ab,"Santa Maria da Feira","Spratly Islands","Montemor-o-Novo","Avenida Branco, S/N","361",8436-660
c5cfa79f-48f0-4da3-9b64-be07be6ad47a,"Fundão","Bélgica","Costa da Caparica","Travessa do Barredo, S/N","8",2385-116
a4ef0e0f-73d4-4d5f-bebf-65f68ad20be9,"Pombal","Barém","Tomar","Travessa Emília Barros, 7","6",5524-366
39292d47-ddf8-4bc3-9b44-9e73ea08981f,"Chaves","Reino Unido","Trofa","Praça Areeiro, 28","631",8754-442
8979f89e-46da-4348-b104-c4aac2096553,"Moura","Venezuela","Castelo Branco","Rua Vera Baptista, 156","63",4945-492
5d2930bb-542c-41d2-a035-835cbacf126a,"Valpaços","Bermudas","Mirandela","Av de Amorim, 182","941",7125-062
878c7c1e-0677-4ceb-bab3-b7c8c4d25cec,"Quarteira","Micronésia","Seixal","Alameda Ramos, 356","81",9631-642
f320f99c-ecbd-49e8-b6e8-614ae5166d12,"Marco de Canaveses","Navassa Island","Fundão","Travessa Tomás Vaz, 55","28",7504-065
c91aff4c-0d49-421e-bdf1-feb1c69fc271,"Mêda","Afeganistão","Odivelas","R. Fernandes, 343","7",5577-438
cebaf8a9-40f7-4b27-85d5-1077330e8ef4,"Angra do Heroísmo","Hungria","Matosinhos","Travessa de D. Carlos I, S/N","S/N",4325-021
8c93c048-d302-4e53-8402-54ef11f6cd3d,"Vila Nova de Gaia","Svalbard e Jan Mayen","Paredes","Travessa Valente, 2","548",8562-813
1a9fb474-b6e3-4a58-9acd-1eee23d83d30,"Gafanha da Nazaré","Aruba","Amadora","Largo de Costa, 19","8",7373-156
b07f33d7-f816-4541-9fb9-8782d1a5d35d,"Chaves","Domínica","Santo Tirso","Praça do Dr. Manuel Laranjeira, 18","495",4226-623
ab55e6a2-5077-4630-ae26-102efbe19127,"São Mamede de Infesta","Hong Kong","Sines","Travessa Carvalho, 2","46",3048-316
026d561e-7fd6-4cce-bb81-f5c095fa70e4,"Portimão","Ilhas dos Cocos","Alcácer do Sal","Travessa de Teixeira, S/N","S/N",1315-707
91480382-13c7-4a69-89eb-a4f298299168,"São João da Madeira","Sara Ocidental","Loures","R. de Borges, 66","13",1121-940
750f201b-5470-4b81-8c64-491c8837f8da,"Coimbra","Suíça","Lixa","Av de Maia, 707","67",2319-307
a41d9898-434c-4a0e-b35d-85c3a5c5ecf3,"Vendas Novas","Baamas","Vila do Conde","Alameda do Passeio Alegre, 46","5",7888-785
befbc575-a438-42b2-ade0-a89a60a41840,"São Salvador de Lordelo","Costa Rica","Alcácer do Sal","Largo Simões, 773","30",8961-766
13818e06-f201-46ad-bf19-6fede09e1b69,"Lamego","Iraque","Lixa","R. Sandro Garcia, 997","65",8352-391
8b4cc078-63d7-4084-be64-81100a4dc00e,"Rio Tinto","Burúndi","Gandra","Largo Fernando Pessa, 278","43",4826-589
a85f750a-cc1a-48f7-abe8-04d64646b5de,"Santa Comba Dão","Maldivas","Esmoriz","Avenida de Amaral, 35","226",7858-961
e7aafcc9-c72f-45b8-a624-e39450d1d7f8,"Oliveira de Azeméis","Espanha","Mealhada","Largo da Associação Empresarial de Portugal, 7","560",5216-656
b40c13b3-1eb8-4d4e-b114-102259911942,"Queluz","Espanha","Lisboa","Rua da Pasteleira, 90","75",3795-790
4ca3b9d5-ce06-4912-b6ef-22dcd396114b,"Vila Nova de Foz Côa","Ilhas Turcas e Caicos","Cantanhede","Av Gaspar, 37","6",9242-188
b03930a2-21b1-4dc0-bfed-8d1c689bb1fa,"Tondela","Bolívia","Mealhada","R. Luana Gomes, S/N","31",4383-830
7d0b3f08-53ab-497a-a542-f9e93cdbfa78,"Fátima","Bulgária","Serpa","Largo Machado, 40","440",5378-730
daa025be-75e5-4200-8c10-38370530e34e,"Chaves","Estados Unidos","Odivelas","Rua Catarina Alves, 6","23",6244-369
e98194d6-16bf-49db-923d-baa8db352493,"Vizela","Papua-Nova Guiné","Odivelas","Rua do Prof. Egas Moniz, 55","S/N",1829-217
32eb96d2-c5bd-4841-b4f8-b6d31906363f,"Funchal","Chipre","Setúbal","Av de Magalhães, 2","65",8908-292
4a80086d-7489-458e-92bc-e30f1c6189dd,"Alverca do Ribatejo","Birmânia","Freamunde","Travessa de Vaz, S/N","S/N",2871-351
8eeb4c77-07a3-47a0-b4f4-ef83ecaabd46,"Anadia","Indian Ocean","Caniço","Avenida Torres, 95","76",5960-714
65132170-3d2d-43d4-bef6-40c6d4620d8b,"Viseu","Líbia","Barreiro","Alameda de Augusto Gomes, 3","2",6142-488
f0ba8f24-afeb-4ca8-9f65-6d2a1e5da5c6,"Marco de Canaveses","Nova Zelândia","Freamunde","Alameda Iara Esteves, 86","257",3694-625
ff2d6f88-fca9-4c49-85be-b6888830a760,"Santo Tirso","Senegal","Cartaxo","Avenida Francisco Castro, 23","67",3710-151
407b95ce-3887-4d49-9a4f-74237fbe6dda,"Santa Maria da Feira","Chade","Funchal","R. Noa Correia, 524","58",9918-045
b2d5067d-a9f3-4825-9d31-7f77fc6a46bd,"Espinho","Birmânia","Ribeira Grande","Alameda Andrade, S/N","S/N",6617-634
ef16afa4-55e5-4f0c-8687-0106951d0d19,"Lamego","Mundo","Setúbal","Alameda Benedita Alves, 11","12",6727-627
b2c723fd-ba52-48ac-8645-b0bd2372e591,"Trancoso","Cabo Verde","Abrantes","Alameda Noa Figueiredo, S/N","S/N",8612-245
0d7b352d-0f5a-4d20-a5b2-20c6828f84ad,"Tomar","Lesoto","Gouveia","Praça Monteiro, 19","415",6001-706
96dd4a85-62a0-4378-8b86-d992ff4c9637,"Valongo","Azerbaijão","Angra do Heroísmo","Rua da Pasteleira, 67","70",0633-516
4e635f7a-4b99-4dce-89fa-9900ae8453c4,"Oliveira de Azeméis","Hong Kong","Vale de Cambra","Rua da Sé, 34","S/N",9179-442
f09e2176-5606-4ea3-a6ac-f6e83a2887bb,"Coimbra","Seicheles","Póvoa de Santa Iria","Largo Filipe Lourenço, 11","1",2184-117
7c98dde2-7e3f-49df-8bd2-f8d0b78a41cb,"Espinho","Austrália","Paços de Ferreira","Rua de Pinheiro, 18","S/N",2247-228
b9e23e04-713f-4da0-b6d7-818aa6ba5bd3,"Reguengos de Monsaraz","China","Entroncamento","Alameda Letícia Lopes, 52","688",5215-204
38e66c69-9e71-48be-b401-af20fb7841b0,"Póvoa de Varzim","Baamas","Tondela","Avenida de Andrade, 61","S/N",5457-400
b3e59ab7-a602-436a-aed3-b5bb69c4ea97,"Ílhavo","São Pedro e Miquelon","Ovar","Praça do Rosário, 362","74",3274-656
41ae0e67-6e40-4116-b71c-b5eb5aae0ad4,"Silves","Akrotiri","Vila Nova de Santo André","Praça Henriques, 28","1",9686-790
8aa24081-62e7-423f-8be8-f7dad1de8cda,"Braga","Áustria","Albufeira","Largo Eduarda Barbosa, 14","52",7145-388
8bed5fce-4e3d-4e79-80a1-297d2e7e8782,"Freamunde","Macau","Loures","Rua de Esteves, 48","612",7298-267
5c7f80ab-40c3-4118-a339-b635f73dbf95,"Peso da Régua","Lesoto","Chaves","Alameda de Moreira, 60","S/N",0965-273
4df79843-a98d-4695-a617-087c9afaca69,"Entroncamento","Mónaco","Odivelas","Largo Cunha, S/N","38",8564-060
5cafc49d-cd12-4521-9589-814a9da62093,"Valpaços","Barbados","Gandra","R. República da Colômbia, 83","S/N",7172-349
4e6e4611-79b8-4457-841e-07613aaf754d,"Santo Tirso","Etiópia","Espinho","R. do Tronco, 3","S/N",3279-413
a729e972-8705-47ab-b9d0-b03f5cf73268,"Marinha Grande","Nigéria","Abrantes","Av de Martins, 17","73",0677-801
1fc0b1cc-7e71-4c83-a63e-a53ec2c65e49,"Felgueiras","Bolívia","Loulé","Av Anjos, 22","52",4646-140
349f9526-ad20-428b-b6d3-8ad460bbe315,"Santo Tirso","Micronésia","Vila Nova de Foz Côa","R. de Faria, 73","29",6656-601
6c3fac3c-f20d-4fb4-92d2-4f2f8d5566d0,"Serpa","Nauru","Almada","Av do Tronco, S/N","79",1797-733
8d1eebdf-5737-493e-a75c-edb49ce8bf28,"Porto Santo","Comores","Rio Tinto","Rua de São Roque da Lameira, S/N","78",4093-353
85180032-e39d-4369-8dca-aece5e3e528c,"Trofa","Monserrate","Oliveira de Azeméis","Largo de Rodrigues, 5","58",5414-584
c81d491d-8639-42ec-bc01-6aef0b5ec721,"Sacavém","Brunei","Câmara de Lobos","R. de Macedo, S/N","S/N",6100-339
d3429036-8618-497d-b7cc-1f393a1e41b5,"Serpa","Bósnia e Herzegovina","Alcobaça","Avenida de Costa, 88","69",4080-502
24df3805-9f9f-4691-a34d-743d5ae6ef2f,"Serpa","Wallis e Futuna","Queluz","Alameda de Pereira, S/N","80",2832-556
1e2d8a3c-4850-4d80-9642-e0a821566079,"Beja","República Checa","Covilhã","Av Ferreira, 66","61",3356-442
acfa4e1f-32c3-4d97-82e2-beb8f19bfb59,"Póvoa de Varzim","Chile","Fundão","Largo de Carrilho Videira, S/N","30",6357-564
c7f265d5-c4ba-4fc0-96c8-9cd3693c6efe,"Paços de Ferreira","Cuba","Fundão","Rua de Fontes Pereira de Melo, 94","87",7961-592
429b3f60-50c1-48e1-84ed-610dcfc50e6c,"Gandra","Catar","Amadora","Av das Pirogas, 27","67",2468-007
90c52390-e3e6-4433-9c07-8dbb101567d5,"Loures","Bolívia","Ovar","Alameda Reis, 48","429",0703-718
a1a36268-9e4d-4435-8779-da66c90eca3a,"Almeirim","Senegal","Aveiro","Praça de Rocha, 70","686",3714-411
f8569182-7010-4a64-8931-d65e6de73b67,"Silves","Indian Ocean","Fafe","Rua Coelho, S/N","98",3579-277
f19104e6-0135-4653-acfc-b0768c7b5f28,"Ribeira Grande","Navassa Island","São Salvador de Lordelo","Rua Ana Brito, 469","58",8163-437
951aaf5f-5648-40b9-816e-946b956d1497,"Santa Comba Dão","Malávi","Esposende","Alameda Carolina Michaelis de Vasconcelos, S/N","273",7157-470
c4f1203e-8f30-4970-a0c1-fcfe65ddd71d,"São Salvador de Lordelo","Guiné-Bissau","Tavira","Praça de Melo, 44","825",5691-642
7bc6577d-09ed-482d-8255-30628497aa57,"Tondela","Tanzânia","Rio Tinto","Rua Loureiro, 61","23",3074-057
7d005e19-d93a-44ea-b873-1551fd157f06,"Valpaços","Gâmbia","Caniço","Travessa do Passeio Alegre, 7","68",7692-622
a70abd22-df0e-41e6-96d0-e063d559a2c1,"Porto Santo","Arábia Saudita","Santiago do Cacém","Alameda do Dr. Nuno Pinheiro Torres, 235","S/N",7758-158
b2ec99e8-c30c-4cf9-ae23-50009a60a21a,"Miranda do Douro","Tajiquistão","São Mamede de Infesta","Alameda de Santos, 29","8",6678-629
3a7361ac-63de-4769-90b8-2b831fd6330d,"Fiães","Ilhas Turcas e Caicos","Alverca do Ribatejo","Rua Esteves, 99","53",1874-779
e8bccfd8-27b0-494d-9e48-98b38390d990,"Vila Nova de Gaia","África do Sul","Gouveia","Largo Vitória Moreira, 25","S/N",7918-240
50af1279-8749-41c2-ac8f-3d810c34f2cd,"Évora","Belize","Faro","Rua Leandro Cruz, S/N","S/N",1830-983
1de63e80-f1ba-4aff-82b3-1b822835f34a,"Serpa","Usbequistão","Caniço","Praça Prof. Francisco Caldeira Cabral, 12","92",7786-863
3afec363-40ab-4f9e-9f00-a5cf7037011b,"Lourosa","Arábia Saudita","Cantanhede","Travessa de João Chagas, 69","4",3417-253
5501252e-8c5b-4b23-9722-2b33a032b2c5,"Ponte de Sor","Trindade e Tobago","Paredes","Avenida Baptista, 90","27",2390-477
3fa85f36-efb8-4910-8c11-65f9be3ed896,"Funchal","Mongólia","Lourosa","Travessa Coelho, 95","51",3539-961
331a4ed7-b1a8-4f92-97a5-491697a0ba99,"Montijo","Israel","Oliveira de Azeméis","Travessa Dinis Lima, 40","437",9895-300
b9844792-ceec-46ec-be49-dd15f977adc3,"Lixa","Aruba","Abrantes","Alameda Andrade, 2","377",3254-305
